score,review,5star,4star,3star,2star,1star,writer,actor,genre,country,language,Premiere,season,Episode,Episode Length,aka,IMDb,name,link-href,director,channel,permission
7.7,501人评价,17.3%,17.3%,28.2%,0.9%,0.0%,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-01-27(中国大陆),季数: 2,集数: 30,单集片长: 5分钟,,,排队小吃 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35786410,,,
8.1,347人评价,32.5%,32.5%,24.7%,2.6%,0.0%,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-01-24(中国大陆),,集数: 4,,,,川味之乡厨,https://www.douban.com/doubanapp/dispatch?uri=/tv/35748815,导演: 彬歌,哔哩哔哩,VIP免费观看
8.8,383人评价,49.0%,49.0%,9.2%,1.0%,0.0%,编剧: 沈萌,,类型: 纪录片 / 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-06-13(中国大陆),,集数: 5,单集片长: 4分钟49秒,,,画里有话,https://www.douban.com/doubanapp/dispatch?uri=/tv/35938448,导演: 高丽霞,央视频,免费观看
9.0,3515人评价,57.1%,57.1%,6.3%,0.0%,0.8%,编剧: 姜思达,姜思达,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-03-04(中国大陆),季数: 1,集数: 50,单集片长: 1小时,,,DV计划,https://www.douban.com/doubanapp/dispatch?uri=/tv/35805690,导演: 姜思达,哔哩哔哩,免费观看
9.1,521人评价,61.6%,61.6%,6.3%,0.0%,0.0%,,,,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-01-13(中国大陆),,集数: 5,单集片长: 26分钟,,,寻找手艺4,https://www.douban.com/doubanapp/dispatch?uri=/tv/35733522,导演: 张景,哔哩哔哩,免费观看
,暂无评分,,,,,,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-05-07(中国大陆),季数: 1,集数: 13,单集片长: 22分钟,,,成长吧！大熊猫,https://www.douban.com/doubanapp/dispatch?uri=/tv/35954494,,优酷视频,VIP免费观看
,暂无评分,,,,,,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-05-07(中国大陆),季数: 1,集数: 13,单集片长: 22分钟,,,成长吧！大熊猫,https://www.douban.com/doubanapp/dispatch?uri=/tv/35954494,,哔哩哔哩,免费观看
,暂无评分,,,,,,,杨幂 / 霍汶希 / 杜华 / 李诞 / 杨天真 / 刘冲 / 白敬亭 / 傅菁 / 何洛洛 / 胡春杨 / 田曦薇 / 余承恩 / 张颜齐更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-11-30(中国大陆),,,,又名: Last Ticket,,红毯背后,https://www.douban.com/doubanapp/dispatch?uri=/tv/36166154,,哔哩哔哩,免费观看
,暂无评分,,,,,,,,类型: 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2022(中国大陆),季数: 2,集数: 10,单集片长: 18分钟,,,李林克的小馆儿 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35679823,,,
,暂无评分,,,,,,编剧: 欧学琳 / 陈啸 / 李祎 / 白云瑞 / 何海天 / 张志军 / 兰鑫宇 / 陈雨桐,孙嘉俊 / 李槿 / 郭一扬 / 季丹妮 / 金穗 / 郑清华 / 吴泓甫 / 成止微更多...,类型: 悬疑 / 惊悚 / 恐怖 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-02-06(中国大陆),季数: 3,集数: 18,单集片长: 3分钟,,,不思异：辞典3,https://www.douban.com/doubanapp/dispatch?uri=/tv/35762924,导演: 陈杰 / 李祎 / 陈啸 / 马故渊,,
,暂无评分,,,,,,编剧: 周沫,李璐璐 / 林泽辉 / 明加加,类型: 爱情 / 短片 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-07-27(中国大陆),,集数: 20,单集片长: 2分钟,,,如花如荼,https://www.douban.com/doubanapp/dispatch?uri=/tv/36085636,导演: 周潇,,
,暂无评分,,,,,,,彭雅琦 / 张集骏 / 曹君豪 / 刘安琪,类型: 剧情 / 爱情 / 短片 / 奇幻 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-11-24(中国大陆),,集数: 24,,,,长公主不可以,https://www.douban.com/doubanapp/dispatch?uri=/tv/36166660,导演: 叶璐,腾讯视频,VIP免费观看
,暂无评分,,,,,,编剧: 赵童欣,丞磊 / 王雅佳 / 陈寰 / 刘锡明 / 王易丹 / 刘沐泽 / 吴博威 / 李子甜更多...,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-12-26(中国大陆),,集数: 24,,又名: 谷远书院有绯闻,,谷远山上有书院,https://www.douban.com/doubanapp/dispatch?uri=/tv/36191115,导演: 任江涛,腾讯视频,VIP免费观看
,暂无评分,,,,,,编剧: 李瑶琼、杨怿、张春凤、高天予,侯露森 / kinsen / CAI / 章斌 / 曾宪智 / 周湘宁 / 柳知萧 / 吴双 / 李笑笑 / 卢力峰 / 楷枫 / 重光渊献 / 周扬更多...,类型: 动画 / 传记 / 历史,制片国家/地区: 中国大陆,语言: 汉语普通话 / 日语,2022-11-02(中国大陆),,集数: 12,单集片长: 20分钟,又名: Blood & Heart,,血与心,https://www.douban.com/doubanapp/dispatch?uri=/tv/35268307,导演: 杨硕、魔恩·杨璐,哔哩哔哩,VIP免费观看
,暂无评分,,,,,,编剧: 马佳妮,林思意 / 徐凯鑫 / 蔡乙嘉 / 付美 / 潘麓宇 / 张可艾 / 张庆庆更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-08-08(中国大陆),,集数: 24,,,,亲爱的小美人鱼,https://www.douban.com/doubanapp/dispatch?uri=/tv/35497182,导演: 何佳男,爱奇艺视频,VIP免费观看
,暂无评分,,,,,,编剧: 程方媛,漆昱辰 / 李歌洋 / 徐可 / 郁葱,类型: 喜剧 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-11-17(中国大陆),,集数: 24,单集片长: 30,又名: 快和可爱的我，相遇！,,暖暖遇见你,https://www.douban.com/doubanapp/dispatch?uri=/tv/35256411,导演: 初的见,芒果TV,VIP免费观看
4.4,1669人评价,2.4%,2.4%,25.3%,39.8%,25.3%,编剧: 张芩 / 刘嘉慧 / 林青 / 李茜,郑合惠子 / 黄圣池 / 朱容君 / 肖凯中 / 侯东 / 马芯妤 / 李明源 / 张鑫磊 / 周昱尧更多...,类型: 喜剧 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-05-25(中国大陆),,集数: 24,单集片长: 35分钟,,,花间新娘,https://www.douban.com/doubanapp/dispatch?uri=/tv/35014446,导演: 沈金飞,优酷视频,VIP免费观看
4.9,1539人评价,1.9%,1.9%,35.0%,26.2%,23.3%,,华少 / 沈凌 / 雷佳 / 王嘉尔 / 杨宗纬 / 郁可唯 / 袁娅维 / 马思唯 / 柳爽 / 王赫野 / 梁龙 / 陈铭 / 爱地人 / 彭十六 / 房琪kiki更多...,类型: 音乐 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-04-09(中国大陆),季数: 2,集数: 12,单集片长: 90分钟,,,为歌而赞 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35610261,导演: 芦林,,
5.0,1318人评价,7.0%,7.0%,37.2%,18.6%,27.9%,编剧: 周淼,彦希 / 许晓诺 / 蔡乙嘉 / 杨欣颖 / 胡文喆 / 李心博更多...,类型: 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-03-06(中国大陆),季数: 2,集数: 24,,又名: Maybe it's love,,大约是爱2,https://www.douban.com/doubanapp/dispatch?uri=/tv/35027433,导演: 郭会中,爱奇艺视频,VIP免费观看
5.1,1058人评价,4.5%,4.5%,41.8%,26.9%,17.9%,,温茉言 / 王祖一 / 侯东 / 靳阳阳,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-04-28(中国大陆),,集数: 18,单集片长: 11分钟,又名: 浴火毒女：重生,,独女君未见 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35876194,导演: 刘爱东,优酷视频,VIP免费观看
5.4,1427人评价,11.3%,11.3%,22.6%,32.3%,17.7%,,大张伟 / 秦霄贤 / 王琳凯 / 萧敬腾 / 徐梦洁 / 张雨绮更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-11-30(中国大陆),,集数: 10,单集片长: 90,,,元音大冒险,https://www.douban.com/doubanapp/dispatch?uri=/tv/36094345,导演: 陈伟,爱奇艺视频,VIP免费观看
6.1,4001人评价,15.2%,15.2%,34.8%,21.1%,11.0%,编剧: 尹丽川  / 马郁 / 吴靖 / 辛菲 / 王瑛 / 裘鲁路 / 刘洋,陈数 / 杜淳 / 张歆艺 / 李乃文 / 马苏 / 周放 / 赵晓苏 / 毛毅 / 赵达 / 赵子琪 / 王锵 / 陶慧敏 / 程前 / 薛淑杰 / 张柏嘉 / 张垒 / 陈玺旭 / 李泰延 / 杨雨婷 / 李小燕 / 李依蒙 / 田浩宁 / 李庆誉 / 张毓宜 / 王墨瞳 / 陈翊曈 / 吴陈超 / 张帆 / 杨雪 / 翟冠华 / 谢一荧 / 高睿菲儿 / 张乔耳 / 孔小铭 / 赵成顺 / 王楠 / 韩秋池 / 李博 / 梁国荣 / 李菁 / 张天舒 / 李蓁 / 龙斌 / 项洪 / 李正彦琦 / 李媛媛 / 金顺子 / 刘亭希 / 郝鹏飞 / 佘雪娇 / 梅宝莱 / 胡彩虹 / 王宝童更多...,类型: 剧情 / 爱情 / 家庭,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-08-01(中国大陆),,集数: 31,,又名: 我的名字 / 强大的妈妈 / My Way,,第二次拥抱,https://www.douban.com/doubanapp/dispatch?uri=/tv/35231719,导演: 尹丽川,咪咕视频,VIP免费观看
6.1,4001人评价,15.2%,15.2%,34.8%,21.1%,11.0%,编剧: 尹丽川  / 马郁 / 吴靖 / 辛菲 / 王瑛 / 裘鲁路 / 刘洋,陈数 / 杜淳 / 张歆艺 / 李乃文 / 马苏 / 周放 / 赵晓苏 / 毛毅 / 赵达 / 赵子琪 / 王锵 / 陶慧敏 / 程前 / 薛淑杰 / 张柏嘉 / 张垒 / 陈玺旭 / 李泰延 / 杨雨婷 / 李小燕 / 李依蒙 / 田浩宁 / 李庆誉 / 张毓宜 / 王墨瞳 / 陈翊曈 / 吴陈超 / 张帆 / 杨雪 / 翟冠华 / 谢一荧 / 高睿菲儿 / 张乔耳 / 孔小铭 / 赵成顺 / 王楠 / 韩秋池 / 李博 / 梁国荣 / 李菁 / 张天舒 / 李蓁 / 龙斌 / 项洪 / 李正彦琦 / 李媛媛 / 金顺子 / 刘亭希 / 郝鹏飞 / 佘雪娇 / 梅宝莱 / 胡彩虹 / 王宝童更多...,类型: 剧情 / 爱情 / 家庭,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-08-01(中国大陆),,集数: 31,,又名: 我的名字 / 强大的妈妈 / My Way,,第二次拥抱,https://www.douban.com/doubanapp/dispatch?uri=/tv/35231719,导演: 尹丽川,爱奇艺视频,VIP免费观看
6.2,2528人评价,10.0%,10.0%,38.5%,17.0%,8.5%,编剧: 龙平平 / 秦溱,张嘉益 / 刘涛 / 李泽锋 / 乔振宇 / 冯绍峰 / 颖儿 / 童蕾 / 左小青 / 唐国强 / 刘劲 / 卢奇 / 姬他 / 印小天 / 霍青 / 陈奕丞 / 何明翰 / 贺刚 / 刘旭更多...,类型: 历史 / 战争,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-12-23(中国大陆),,集数: 37,单集片长: 41分钟,又名: 欲晓东方 / 战上海,IMDb: tt25404480,破晓东方,https://www.douban.com/doubanapp/dispatch?uri=/tv/35668362,导演: 高希希,咪咕视频,VIP免费观看
6.2,2528人评价,10.0%,10.0%,38.5%,17.0%,8.5%,编剧: 龙平平 / 秦溱,张嘉益 / 刘涛 / 李泽锋 / 乔振宇 / 冯绍峰 / 颖儿 / 童蕾 / 左小青 / 唐国强 / 刘劲 / 卢奇 / 姬他 / 印小天 / 霍青 / 陈奕丞 / 何明翰 / 贺刚 / 刘旭更多...,类型: 历史 / 战争,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-12-23(中国大陆),,集数: 37,单集片长: 41分钟,又名: 欲晓东方 / 战上海,IMDb: tt25404480,破晓东方,https://www.douban.com/doubanapp/dispatch?uri=/tv/35668362,导演: 高希希,腾讯视频,VIP免费观看
6.2,2528人评价,10.0%,10.0%,38.5%,17.0%,8.5%,编剧: 龙平平 / 秦溱,张嘉益 / 刘涛 / 李泽锋 / 乔振宇 / 冯绍峰 / 颖儿 / 童蕾 / 左小青 / 唐国强 / 刘劲 / 卢奇 / 姬他 / 印小天 / 霍青 / 陈奕丞 / 何明翰 / 贺刚 / 刘旭更多...,类型: 历史 / 战争,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-12-23(中国大陆),,集数: 37,单集片长: 41分钟,又名: 欲晓东方 / 战上海,IMDb: tt25404480,破晓东方,https://www.douban.com/doubanapp/dispatch?uri=/tv/35668362,导演: 高希希,爱奇艺视频,VIP免费观看
6.2,2528人评价,10.0%,10.0%,38.5%,17.0%,8.5%,编剧: 龙平平 / 秦溱,张嘉益 / 刘涛 / 李泽锋 / 乔振宇 / 冯绍峰 / 颖儿 / 童蕾 / 左小青 / 唐国强 / 刘劲 / 卢奇 / 姬他 / 印小天 / 霍青 / 陈奕丞 / 何明翰 / 贺刚 / 刘旭更多...,类型: 历史 / 战争,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-12-23(中国大陆),,集数: 37,单集片长: 41分钟,又名: 欲晓东方 / 战上海,IMDb: tt25404480,破晓东方,https://www.douban.com/doubanapp/dispatch?uri=/tv/35668362,导演: 高希希,优酷视频,VIP免费观看
6.2,2528人评价,10.0%,10.0%,38.5%,17.0%,8.5%,编剧: 龙平平 / 秦溱,张嘉益 / 刘涛 / 李泽锋 / 乔振宇 / 冯绍峰 / 颖儿 / 童蕾 / 左小青 / 唐国强 / 刘劲 / 卢奇 / 姬他 / 印小天 / 霍青 / 陈奕丞 / 何明翰 / 贺刚 / 刘旭更多...,类型: 历史 / 战争,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-12-23(中国大陆),,集数: 37,单集片长: 41分钟,又名: 欲晓东方 / 战上海,IMDb: tt25404480,破晓东方,https://www.douban.com/doubanapp/dispatch?uri=/tv/35668362,导演: 高希希,央视频,VIP免费观看
6.3,1599人评价,8.1%,8.1%,47.7%,17.3%,3.6%,,姜振宇 / 柳岩 / 欧阳娜娜 / 汪聪 / 杨迪 / 曾舜晞 / 林茂峰 / 陈可心 / 王裕霖 / 王新迪 / 曾华铭 / 吴伊纯更多...,类型: 爱情 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-09-01(中国大陆),,集数: 12,单集片长: 120分钟,又名: 恋爱吧夏天 / 相爱吧夏天 / 我们恋爱吧,,相遇的夏天,https://www.douban.com/doubanapp/dispatch?uri=/tv/35937455,导演: 王超凡,优酷视频,VIP免费观看
6.5,2713人评价,19.9%,19.9%,32.1%,15.8%,10.2%,编剧: 王之理,韩东君 / 阚清子 / 邹廷威 / 景如洋 / 唐以诺 / 李解 / 任帅 / 曹艳艳 / 钱洁 / 荣蓉 / 杜功海 / 李超 / 李欢 / 徐小飒 / 谢波 / 张戈 / 王伟华 / 张浩 / 嵇波 / 郝洋 / 孙学增 / 陆忠更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-09-26(中国大陆),,集数: 40,单集片长: 45分钟,,IMDb: tt23473106,沸腾人生,https://www.douban.com/doubanapp/dispatch?uri=/tv/34991583,导演: 徐宗政,咪咕视频,VIP免费观看
6.5,2713人评价,19.9%,19.9%,32.1%,15.8%,10.2%,编剧: 王之理,韩东君 / 阚清子 / 邹廷威 / 景如洋 / 唐以诺 / 李解 / 任帅 / 曹艳艳 / 钱洁 / 荣蓉 / 杜功海 / 李超 / 李欢 / 徐小飒 / 谢波 / 张戈 / 王伟华 / 张浩 / 嵇波 / 郝洋 / 孙学增 / 陆忠更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-09-26(中国大陆),,集数: 40,单集片长: 45分钟,,IMDb: tt23473106,沸腾人生,https://www.douban.com/doubanapp/dispatch?uri=/tv/34991583,导演: 徐宗政,爱奇艺视频,VIP免费观看
6.5,2713人评价,19.9%,19.9%,32.1%,15.8%,10.2%,编剧: 王之理,韩东君 / 阚清子 / 邹廷威 / 景如洋 / 唐以诺 / 李解 / 任帅 / 曹艳艳 / 钱洁 / 荣蓉 / 杜功海 / 李超 / 李欢 / 徐小飒 / 谢波 / 张戈 / 王伟华 / 张浩 / 嵇波 / 郝洋 / 孙学增 / 陆忠更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-09-26(中国大陆),,集数: 40,单集片长: 45分钟,,IMDb: tt23473106,沸腾人生,https://www.douban.com/doubanapp/dispatch?uri=/tv/34991583,导演: 徐宗政,优酷视频,VIP免费观看
